Date,Open,High,Low,Close,Adj Close,Volume
2018-01-18,3630.000000,3650.000000,3590.000000,3620.000000,3102.469238,79140800
2018-01-19,3620.000000,3630.000000,3580.000000,3620.000000,3102.469238,79576200
2018-01-22,3620.000000,3670.000000,3610.000000,3650.000000,3128.180420,116838000
2018-01-23,3680.000000,3920.000000,3670.000000,3920.000000,3359.580078,169304700
2018-01-24,3900.000000,3900.000000,3820.000000,3830.000000,3282.446533,150067600
2018-01-25,3860.000000,3860.000000,3720.000000,3770.000000,3231.024658,141273900
2018-01-26,3790.000000,3860.000000,3780.000000,3850.000000,3299.587402,135628300
2018-01-29,3850.000000,3850.000000,3760.000000,3800.000000,3256.735596,122622900
2018-01-30,3800.000000,3800.000000,3710.000000,3720.000000,3188.172852,179332000
2018-01-31,3700.000000,3720.000000,3630.000000,3700.000000,3171.032227,263207500
2018-02-01,3730.000000,3760.000000,3700.000000,3700.000000,3171.032227,145586000
2018-02-02,3740.000000,3750.000000,3710.000000,3740.000000,3205.313965,114113200
2018-02-05,3650.000000,3790.000000,3650.000000,3780.000000,3239.594971,112677000
2018-02-06,3690.000000,3720.000000,3660.000000,3680.000000,3153.891602,260283000
2018-02-07,3710.000000,3750.000000,3700.000000,3700.000000,3171.032227,137926500
2018-02-08,3680.000000,3730.000000,3680.000000,3720.000000,3188.172852,111109200
2018-02-09,3690.000000,3730.000000,3680.000000,3710.000000,3179.602295,93140200
2018-02-12,3700.000000,3800.000000,3700.000000,3800.000000,3256.735596,81517000
2018-02-13,3810.000000,3890.000000,3810.000000,3880.000000,3325.298584,108236400
2018-02-14,3900.000000,3910.000000,3830.000000,3860.000000,3308.157715,67665200
2018-02-15,3860.000000,3870.000000,3820.000000,3840.000000,3291.017090,52893500
2018-02-16,3840.000000,3840.000000,3840.000000,3840.000000,3291.017090,0
2018-02-19,3850.000000,3860.000000,3820.000000,3860.000000,3308.157715,63409000
2018-02-20,3840.000000,3860.000000,3780.000000,3800.000000,3256.735596,91506500
2018-02-21,3800.000000,3800.000000,3750.000000,3800.000000,3256.735596,109361300
2018-02-22,3780.000000,3790.000000,3760.000000,3770.000000,3231.024658,103834700
2018-02-23,3760.000000,3810.000000,3760.000000,3790.000000,3248.165039,107749300
2018-02-26,3750.000000,3790.000000,3730.000000,3740.000000,3205.313965,97544400
2018-02-27,3740.000000,3790.000000,3730.000000,3770.000000,3231.024658,76509500
2018-02-28,3780.000000,3790.000000,3740.000000,3780.000000,3239.594971,126297800
2018-03-01,3800.000000,3820.000000,3780.000000,3790.000000,3248.165039,107991400
2018-03-02,3790.000000,3790.000000,3740.000000,3790.000000,3248.165039,61833600
2018-03-05,3800.000000,3800.000000,3770.000000,3770.000000,3231.024658,55258400
2018-03-06,3780.000000,3810.000000,3700.000000,3730.000000,3196.743408,91074000
2018-03-07,3720.000000,3730.000000,3650.000000,3660.000000,3136.750732,141612300
2018-03-08,3730.000000,3770.000000,3690.000000,3770.000000,3231.024658,130641100
2018-03-09,3720.000000,3750.000000,3680.000000,3690.000000,3162.461670,99179200
2018-03-12,3700.000000,3760.000000,3700.000000,3760.000000,3222.454346,144225600
2018-03-13,3760.000000,3770.000000,3720.000000,3760.000000,3222.454346,127738800
2018-03-14,3750.000000,3750.000000,3700.000000,3750.000000,3213.883789,58574900
2018-03-15,3700.000000,3720.000000,3640.000000,3640.000000,3119.609863,150015200
2018-03-16,3640.000000,3680.000000,3550.000000,3680.000000,3153.891602,226448600
2018-03-19,3690.000000,3720.000000,3670.000000,3690.000000,3162.461670,90107600
2018-03-20,3720.000000,3740.000000,3660.000000,3740.000000,3205.313965,105284400
2018-03-21,3750.000000,3820.000000,3740.000000,3810.000000,3265.305908,134110400
2018-03-22,3800.000000,3800.000000,3660.000000,3670.000000,3145.321289,144557000
2018-03-23,3560.000000,3600.000000,3450.000000,3600.000000,3085.328369,196695900
2018-03-26,3580.000000,3610.000000,3540.000000,3600.000000,3085.328369,89913100
2018-03-27,3660.000000,3670.000000,3570.000000,3600.000000,3085.328369,102444600
2018-03-28,3640.000000,3650.000000,3500.000000,3550.000000,3042.476807,98368300
2018-03-29,3590.000000,3600.000000,3520.000000,3600.000000,3085.328369,130860500
2018-03-30,3600.000000,3600.000000,3600.000000,3600.000000,3085.328369,0
2018-04-02,3500.000000,3600.000000,3490.000000,3600.000000,3170.800049,69286700
2018-04-03,3530.000000,3600.000000,3530.000000,3600.000000,3170.800049,45524700
2018-04-04,3600.000000,3600.000000,3460.000000,3490.000000,3073.914551,88879000
2018-04-05,3510.000000,3540.000000,3470.000000,3470.000000,3056.299072,80015200
2018-04-06,3470.000000,3490.000000,3450.000000,3480.000000,3065.106934,67557000
2018-04-09,3530.000000,3530.000000,3480.000000,3530.000000,3109.145508,48595300
2018-04-10,3540.000000,3630.000000,3530.000000,3580.000000,3153.184814,85668600
2018-04-11,3650.000000,3670.000000,3630.000000,3650.000000,3214.839111,87702400
2018-04-12,3670.000000,3670.000000,3570.000000,3590.000000,3161.992676,61989600
2018-04-13,3640.000000,3650.000000,3550.000000,3550.000000,3126.761230,58708000
2018-04-16,3550.000000,3550.000000,3550.000000,3550.000000,3126.761230,0
2018-04-17,3550.000000,3550.000000,3550.000000,3550.000000,3126.761230,0
2018-04-18,3640.000000,3660.000000,3620.000000,3660.000000,3223.646973,67903000
2018-04-19,3660.000000,3660.000000,3660.000000,3660.000000,3223.646973,0
2018-04-20,3660.000000,3660.000000,3660.000000,3660.000000,3223.646973,0
2018-04-23,3630.000000,3640.000000,3580.000000,3580.000000,3153.184814,87721200
2018-04-24,3570.000000,3580.000000,3480.000000,3490.000000,3073.914551,101460000
2018-04-25,3490.000000,3490.000000,3490.000000,3490.000000,3073.914551,0
2018-04-26,3490.000000,3490.000000,3490.000000,3490.000000,3073.914551,0
2018-04-27,3490.000000,3490.000000,3490.000000,3490.000000,3073.914551,0
2018-04-30,3190.000000,3280.000000,3160.000000,3220.000000,2836.104736,130203400
2018-05-01,3220.000000,3220.000000,3220.000000,3220.000000,2836.104736,0
2018-05-02,3230.000000,3240.000000,3190.000000,3230.000000,2844.912598,118974600
2018-05-03,3200.000000,3200.000000,3140.000000,3150.000000,2774.450439,144844300
2018-05-04,3150.000000,3170.000000,3010.000000,3030.000000,2668.756836,182507000
2018-05-07,3080.000000,3100.000000,2990.000000,3050.000000,2686.372559,184094400
2018-05-08,3090.000000,3090.000000,3020.000000,3070.000000,2703.987793,110461000
2018-05-09,3120.000000,3230.000000,3070.000000,3210.000000,2827.296875,185427300
2018-05-10,3210.000000,3210.000000,3210.000000,3210.000000,2827.296875,0
2018-05-11,3260.000000,3300.000000,3160.000000,3160.000000,2783.257813,161449300
2018-05-14,3150.000000,3190.000000,3100.000000,3190.000000,2809.681396,96224700
2018-05-15,3220.000000,3220.000000,3060.000000,3070.000000,2703.987793,108029400
2018-05-16,3010.000000,3070.000000,2950.000000,3070.000000,2703.987793,298925000
2018-05-17,3070.000000,3100.000000,2990.000000,2990.000000,2633.525635,172832900
2018-05-18,3000.000000,3040.000000,2920.000000,2940.000000,2589.486816,215062300
2018-05-21,2900.000000,2920.000000,2750.000000,2760.000000,2430.946533,517921400
2018-05-22,2770.000000,2840.000000,2720.000000,2720.000000,2395.715820,332514600
2018-05-23,2780.000000,2920.000000,2770.000000,2880.000000,2536.640137,409918600
2018-05-24,2930.000000,3070.000000,2920.000000,3060.000000,2695.180176,251856200
2018-05-25,3090.000000,3130.000000,3020.000000,3120.000000,2748.026855,192249700
2018-05-28,3130.000000,3290.000000,3120.000000,3250.000000,2862.527588,186045100
2018-05-29,3250.000000,3250.000000,3250.000000,3250.000000,2862.527588,0
2018-05-30,3250.000000,3280.000000,3140.000000,3140.000000,2765.642578,306227900
2018-05-31,3170.000000,3190.000000,3070.000000,3080.000000,2712.795654,312316900
2018-06-01,3080.000000,3080.000000,3080.000000,3080.000000,2712.795654,0
2018-06-04,3150.000000,3170.000000,3100.000000,3130.000000,2756.834717,211936400
2018-06-05,3150.000000,3160.000000,3090.000000,3110.000000,2739.218994,135979600
2018-06-06,3120.000000,3160.000000,3090.000000,3150.000000,2774.450439,99509500
2018-06-07,3180.000000,3270.000000,3160.000000,3270.000000,2880.143311,183746200
2018-06-08,3210.000000,3250.000000,3110.000000,3140.000000,2765.642578,262972300
2018-06-11,3140.000000,3140.000000,3140.000000,3140.000000,2765.642578,0
2018-06-12,3140.000000,3140.000000,3140.000000,3140.000000,2765.642578,0
2018-06-13,3140.000000,3140.000000,3140.000000,3140.000000,2765.642578,0
2018-06-14,3140.000000,3140.000000,3140.000000,3140.000000,2765.642578,0
2018-06-15,3140.000000,3140.000000,3140.000000,3140.000000,2765.642578,0
2018-06-18,3140.000000,3140.000000,3140.000000,3140.000000,2765.642578,0
2018-06-19,3140.000000,3140.000000,3140.000000,3140.000000,2765.642578,0
2018-06-20,3020.000000,3030.000000,2950.000000,2960.000000,2607.102295,355486900
2018-06-21,2950.000000,2990.000000,2910.000000,2910.000000,2563.063232,135602900
2018-06-22,2900.000000,2980.000000,2870.000000,2980.000000,2624.717773,211595500
2018-06-25,2980.000000,3000.000000,2870.000000,2890.000000,2545.447754,143039300
2018-06-26,2810.000000,2910.000000,2810.000000,2820.000000,2483.793457,185812800
2018-06-27,2880.000000,2880.000000,2830.000000,2840.000000,2501.408936,133617400
2018-06-28,2820.000000,2850.000000,2740.000000,2750.000000,2422.138916,197464500
2018-06-29,2800.000000,2900.000000,2780.000000,2840.000000,2501.408936,216878100
2018-07-02,2890.000000,2910.000000,2820.000000,2850.000000,2510.216797,151334600
2018-07-03,2850.000000,2860.000000,2770.000000,2830.000000,2492.601318,88835200
2018-07-04,2830.000000,2950.000000,2790.000000,2930.000000,2580.678955,128906900
2018-07-05,2890.000000,2920.000000,2860.000000,2910.000000,2563.063232,63494300
2018-07-06,2910.000000,2910.000000,2840.000000,2840.000000,2501.408936,76368500
2018-07-09,2860.000000,3030.000000,2860.000000,3010.000000,2651.141357,127889400
2018-07-10,3040.000000,3080.000000,2980.000000,3050.000000,2686.372559,131641500
2018-07-11,3000.000000,3000.000000,2950.000000,2990.000000,2633.525635,133041300
2018-07-12,2960.000000,3000.000000,2950.000000,2970.000000,2615.910400,91682700
2018-07-13,2960.000000,3030.000000,2960.000000,2970.000000,2615.910400,101916100
2018-07-16,3000.000000,3010.000000,2890.000000,2970.000000,2615.910400,86614100
2018-07-17,2930.000000,2940.000000,2860.000000,2870.000000,2527.832275,137087200
2018-07-18,2870.000000,2900.000000,2850.000000,2850.000000,2510.216797,114063400
2018-07-19,2900.000000,2960.000000,2870.000000,2890.000000,2545.447754,142315400
2018-07-20,2890.000000,2980.000000,2870.000000,2980.000000,2624.717773,72551000
2018-07-23,3000.000000,3050.000000,2990.000000,3040.000000,2677.564697,88975300
2018-07-24,3060.000000,3070.000000,3010.000000,3010.000000,2651.141357,72961600
2018-07-25,2980.000000,3020.000000,2950.000000,2990.000000,2633.525635,71955500
2018-07-26,3050.000000,3070.000000,3030.000000,3040.000000,2677.564697,84696100
2018-07-27,3060.000000,3090.000000,3020.000000,3090.000000,2721.603271,54705200
2018-07-30,3100.000000,3110.000000,3070.000000,3080.000000,2712.795654,66856300
2018-07-31,3080.000000,3080.000000,3000.000000,3070.000000,2703.987793,107458400
2018-08-01,3070.000000,3200.000000,3050.000000,3190.000000,2809.681396,147098300
2018-08-02,3200.000000,3260.000000,3190.000000,3250.000000,2862.527588,158406800
2018-08-03,3270.000000,3350.000000,3230.000000,3330.000000,2932.990234,100589700
2018-08-06,3350.000000,3420.000000,3340.000000,3410.000000,3003.452393,143310900
2018-08-07,3350.000000,3400.000000,3330.000000,3350.000000,2950.605469,89404000
2018-08-08,3400.000000,3400.000000,3310.000000,3330.000000,2932.990234,90710200
2018-08-09,3330.000000,3350.000000,3300.000000,3330.000000,2932.990234,69654300
2018-08-10,3350.000000,3470.000000,3350.000000,3390.000000,2985.836670,115961500
2018-08-13,3300.000000,3320.000000,3130.000000,3140.000000,2765.642578,179328600
2018-08-14,3090.000000,3150.000000,3040.000000,3130.000000,2756.834717,154831700
2018-08-15,3150.000000,3220.000000,3020.000000,3210.000000,2827.296875,138367300
2018-08-16,3180.000000,3180.000000,3050.000000,3050.000000,2686.372559,163665300
2018-08-17,3050.000000,3050.000000,3050.000000,3050.000000,2686.372559,0
2018-08-20,3080.000000,3190.000000,3080.000000,3180.000000,2800.873535,101377000
2018-08-21,3130.000000,3180.000000,3120.000000,3150.000000,2774.450439,59513000
2018-08-22,3150.000000,3150.000000,3150.000000,3150.000000,2774.450439,0
2018-08-23,3180.000000,3270.000000,3130.000000,3270.000000,2880.143311,155835200
2018-08-24,3270.000000,3290.000000,3230.000000,3270.000000,2880.143311,96811700
2018-08-27,3320.000000,3380.000000,3290.000000,3380.000000,2977.029053,112367400
2018-08-28,3330.000000,3380.000000,3300.000000,3330.000000,2932.990234,99638200
2018-08-29,3260.000000,3300.000000,3250.000000,3290.000000,2897.759033,79096600
2018-08-30,3290.000000,3310.000000,3190.000000,3190.000000,2809.681396,83543000
2018-08-31,3180.000000,3180.000000,3110.000000,3180.000000,2800.873535,142665100
2018-09-03,3180.000000,3220.000000,3160.000000,3170.000000,2792.065674,64396700
2018-09-04,3200.000000,3200.000000,3090.000000,3110.000000,2739.218994,76142400
2018-09-05,3070.000000,3070.000000,2900.000000,2930.000000,2580.678955,212574400
2018-09-06,2910.000000,2990.000000,2910.000000,2960.000000,2607.102295,205998900
2018-09-07,2980.000000,3030.000000,2960.000000,3030.000000,2668.756836,141556200
2018-09-10,3030.000000,3030.000000,2960.000000,2970.000000,2615.910400,86547600
2018-09-11,2970.000000,2970.000000,2970.000000,2970.000000,2615.910400,0
2018-09-12,2980.000000,3010.000000,2910.000000,2910.000000,2563.063232,118077900
2018-09-13,2960.000000,3010.000000,2960.000000,3000.000000,2642.333496,125523000
2018-09-14,3030.000000,3070.000000,3000.000000,3070.000000,2703.987793,105124900
2018-09-17,3060.000000,3060.000000,2950.000000,2970.000000,2615.910400,91365700
2018-09-18,2970.000000,2980.000000,2920.000000,2940.000000,2589.486816,138381800
2018-09-19,2970.000000,3020.000000,2970.000000,3000.000000,2642.333496,105405100
2018-09-20,3050.000000,3120.000000,3020.000000,3090.000000,2721.603271,154589900
2018-09-21,3150.000000,3190.000000,3120.000000,3120.000000,2748.026855,203213300
2018-09-24,3120.000000,3120.000000,3000.000000,3010.000000,2651.141357,95256300
2018-09-25,3010.000000,3030.000000,2980.000000,3030.000000,2668.756836,110115400
2018-09-26,3030.000000,3060.000000,2990.000000,2990.000000,2633.525635,66799500
2018-09-27,3000.000000,3080.000000,3000.000000,3070.000000,2703.987793,123373000
2018-09-28,3090.000000,3170.000000,3080.000000,3150.000000,2774.450439,154582600
2018-10-01,3150.000000,3190.000000,3150.000000,3180.000000,2800.873535,91436300
2018-10-02,3150.000000,3180.000000,3080.000000,3110.000000,2739.218994,132361000
2018-10-03,3150.000000,3150.000000,3080.000000,3100.000000,2730.411133,70057000
2018-10-04,3060.000000,3060.000000,2980.000000,3000.000000,2642.333496,147172500
2018-10-05,3000.000000,3040.000000,2960.000000,2980.000000,2624.717773,145459400
2018-10-08,2970.000000,3010.000000,2960.000000,2970.000000,2615.910400,64842800
2018-10-09,2970.000000,3030.000000,2970.000000,3020.000000,2659.948975,51204000
2018-10-10,3030.000000,3040.000000,3010.000000,3010.000000,2651.141357,61258600
2018-10-11,2930.000000,2950.000000,2870.000000,2910.000000,2563.063232,175505100
2018-10-12,2930.000000,2990.000000,2920.000000,2950.000000,2598.294434,118327100
2018-10-15,2960.000000,3030.000000,2960.000000,3000.000000,2642.333496,85743500
2018-10-16,3000.000000,3020.000000,2960.000000,3000.000000,2642.333496,65060100
2018-10-17,3060.000000,3080.000000,3030.000000,3070.000000,2703.987793,80082100
2018-10-18,3070.000000,3100.000000,3050.000000,3090.000000,2721.603271,65133400
2018-10-19,3070.000000,3090.000000,3020.000000,3020.000000,2659.948975,80989700
2018-10-22,3010.000000,3080.000000,3010.000000,3050.000000,2686.372559,48806100
2018-10-23,3040.000000,3070.000000,3010.000000,3020.000000,2659.948975,58554200
2018-10-24,3000.000000,3040.000000,2950.000000,2950.000000,2598.294434,84562000
2018-10-25,2910.000000,3000.000000,2910.000000,3000.000000,2642.333496,131210200
2018-10-26,3000.000000,3020.000000,2980.000000,2990.000000,2633.525635,66228600
2018-10-29,3000.000000,3020.000000,2950.000000,2950.000000,2598.294434,51288900
2018-10-30,2960.000000,3030.000000,2950.000000,3030.000000,2668.756836,72385100
2018-10-31,3050.000000,3150.000000,3030.000000,3150.000000,2774.450439,218534400
2018-11-01,3190.000000,3250.000000,3160.000000,3200.000000,2818.489014,197180000
2018-11-02,3240.000000,3290.000000,3190.000000,3280.000000,2888.951172,167275500
2018-11-05,3260.000000,3280.000000,3220.000000,3270.000000,2880.143311,79594900
2018-11-06,3280.000000,3330.000000,3260.000000,3330.000000,2932.990234,139465400
2018-11-07,3340.000000,3370.000000,3310.000000,3370.000000,2968.221191,162720800
2018-11-08,3400.000000,3490.000000,3390.000000,3450.000000,3038.683594,200247500
2018-11-09,3430.000000,3430.000000,3330.000000,3340.000000,2941.797852,115086300
2018-11-12,3320.000000,3360.000000,3280.000000,3280.000000,2888.951172,77097900
2018-11-13,3280.000000,3360.000000,3230.000000,3350.000000,2950.605469,101884200
2018-11-14,3350.000000,3420.000000,3350.000000,3350.000000,2950.605469,113793200
2018-11-15,3370.000000,3420.000000,3330.000000,3410.000000,3003.452393,106887100
2018-11-16,3430.000000,3550.000000,3420.000000,3490.000000,3073.914551,173768700
2018-11-19,3540.000000,3540.000000,3450.000000,3520.000000,3100.337891,78672100
2018-11-20,3520.000000,3520.000000,3520.000000,3520.000000,3100.337891,0
2018-11-21,3420.000000,3470.000000,3350.000000,3430.000000,3021.067871,138069100
2018-11-22,3430.000000,3550.000000,3430.000000,3550.000000,3126.761230,118307300
2018-11-23,3530.000000,3580.000000,3470.000000,3480.000000,3065.106934,77910800
2018-11-26,3450.000000,3550.000000,3450.000000,3540.000000,3117.953369,82014400
2018-11-27,3480.000000,3620.000000,3480.000000,3600.000000,3170.800049,172878800
2018-11-28,3650.000000,3660.000000,3580.000000,3650.000000,3214.839111,96069700
2018-11-29,3700.000000,3760.000000,3680.000000,3710.000000,3267.685547,138182700
2018-11-30,3660.000000,3690.000000,3610.000000,3620.000000,3188.415771,211886100
2018-12-03,3720.000000,3780.000000,3690.000000,3690.000000,3250.070068,136737400
2018-12-04,3690.000000,3750.000000,3680.000000,3710.000000,3267.685547,134411900
2018-12-05,3640.000000,3680.000000,3610.000000,3650.000000,3214.839111,140136800
2018-12-06,3640.000000,3680.000000,3610.000000,3650.000000,3214.839111,108827300
2018-12-07,3640.000000,3660.000000,3610.000000,3620.000000,3188.415771,111239100
2018-12-10,3610.000000,3630.000000,3570.000000,3610.000000,3179.607910,93075400
2018-12-11,3610.000000,3630.000000,3580.000000,3620.000000,3188.415771,112667200
2018-12-12,3620.000000,3640.000000,3590.000000,3620.000000,3188.415771,88520300
2018-12-13,3690.000000,3690.000000,3650.000000,3680.000000,3241.262451,106283800
2018-12-14,3670.000000,3690.000000,3640.000000,3680.000000,3241.262451,122909500
2018-12-17,3650.000000,3680.000000,3600.000000,3600.000000,3170.800049,124669800
2018-12-18,3550.000000,3640.000000,3550.000000,3630.000000,3197.223633,118738900
2018-12-19,3600.000000,3670.000000,3600.000000,3670.000000,3232.454834,133097500
2018-12-20,3610.000000,3660.000000,3610.000000,3650.000000,3214.839111,67329000
2018-12-21,3610.000000,3630.000000,3600.000000,3620.000000,3188.415771,174467000
2018-12-24,3620.000000,3620.000000,3620.000000,3620.000000,3188.415771,0
2018-12-25,3620.000000,3620.000000,3620.000000,3620.000000,3188.415771,0
2018-12-26,3550.000000,3630.000000,3520.000000,3600.000000,3170.800049,83406800
2018-12-27,3650.000000,3670.000000,3620.000000,3660.000000,3223.646973,71717800
2018-12-28,3680.000000,3680.000000,3650.000000,3660.000000,3223.646973,122945700
2018-12-31,3660.000000,3660.000000,3660.000000,3660.000000,3223.646973,0
2019-01-01,3660.000000,3660.000000,3660.000000,3660.000000,3223.646973,0
2019-01-02,3610.000000,3640.000000,3590.000000,3610.000000,3179.607910,74945100
2019-01-03,3580.000000,3640.000000,3580.000000,3620.000000,3188.415771,93458300
2019-01-04,3620.000000,3660.000000,3610.000000,3660.000000,3223.646973,114459600
2019-01-07,3700.000000,3710.000000,3660.000000,3660.000000,3223.646973,74641100
2019-01-08,3660.000000,3680.000000,3630.000000,3680.000000,3241.262451,81361900
2019-01-09,3710.000000,3740.000000,3690.000000,3720.000000,3276.493408,119390300
2019-01-10,3740.000000,3750.000000,3710.000000,3750.000000,3302.916748,141926800
2019-01-11,3760.000000,3770.000000,3700.000000,3730.000000,3285.301514,107861300
2019-01-14,3730.000000,3790.000000,3730.000000,3790.000000,3338.147705,115067500
2019-01-15,3770.000000,3790.000000,3740.000000,3780.000000,3329.340088,140860200
2019-01-16,3790.000000,3800.000000,3760.000000,3780.000000,3329.340088,103772600
2019-01-17,3790.000000,3840.000000,3780.000000,3810.000000,3355.763428,119859400
2019-01-18,3850.000000,3850.000000,3790.000000,3820.000000,3364.571045,96096600
2019-01-21,3800.000000,3830.000000,3800.000000,3800.000000,3346.955566,80926000
2019-01-22,3770.000000,3790.000000,3740.000000,3770.000000,3320.532471,119687600
2019-01-23,3760.000000,3810.000000,3730.000000,3770.000000,3320.532471,163458700
2019-01-24,3750.000000,3810.000000,3750.000000,3790.000000,3338.147705,176166500
2019-01-25,3820.000000,3820.000000,3780.000000,3780.000000,3329.340088,127141300
2019-01-28,3750.000000,3790.000000,3750.000000,3780.000000,3329.340088,93581100
2019-01-29,3780.000000,3820.000000,3650.000000,3690.000000,3250.070068,187613500
2019-01-30,3700.000000,3760.000000,3700.000000,3750.000000,3302.916748,144747500
2019-01-31,3800.000000,3870.000000,3800.000000,3850.000000,3390.994629,252448500
2019-02-01,3880.000000,3930.000000,3870.000000,3920.000000,3452.649170,140105900
2019-02-04,3950.000000,3950.000000,3890.000000,3900.000000,3435.033447,75955600
2019-02-05,3900.000000,3900.000000,3900.000000,3900.000000,3435.033447,0
2019-02-06,3920.000000,3940.000000,3910.000000,3920.000000,3452.649170,78073900
2019-02-07,3930.000000,3930.000000,3890.000000,3930.000000,3461.456787,82938300
2019-02-08,3860.000000,3910.000000,3850.000000,3890.000000,3426.225830,78473000
2019-02-11,3890.000000,3920.000000,3860.000000,3870.000000,3408.609863,55587600
